CustomerID,CustomerName,CustomerAddress,City,Region,CustomerPhone,CustomerEmail
7b455bc7-14e5-4873-a717-341ffa7082ea,Valentine Roger,"743, rue Odette Pineau
57967 Bruneau-sur-Ollivier",Jacquot-la-Forêt,Région de l'Est,0563426884,wpascal@example.net
e1022cfd-9916-46cb-9e93-5d97ad1aa9e2,Antoine de la Guillet,"37, chemin de Carlier
30088 BarbierVille",Bourdon,Région du Centre,+33 3 39 09 80 53,weberdenis@example.com
fbfa21df-1264-4065-a75b-e5beb0d68a46,Dominique Tanguy Le Fernandez,"57, boulevard de Rossi
46708 Colas",Noël,Région de l'Est,01 72 91 36 07,guillaume83@example.net
ddbab400-e097-47b1-a447-4efa5882223b,Jeannine Lemaître,"chemin de Auger
45048 Chevallier",De Sousa-sur-Parent,Région du Centre,+33 (0)3 54 78 11 69,lucy89@example.com
479816c6-2c84-406c-81ac-4de203c5278c,Stéphanie Le Goff,"15, boulevard Pereira
77818 Hubert-sur-Chevalier",Sainte Diane,Région de l'Extrême-Nord,+33 3 79 68 73 24,michelerossi@example.com
c9a9c204-ec09-46be-b709-7a57ea3f111c,Raymond Blanc-Lebreton,"76, rue de Marty
15631 Lemonnier",Ollivier,Région de l'Est,+33 (0)5 87 47 77 68,thibaultaurore@example.org
7482f061-b22f-4803-a0ac-3e914ad192ab,Jacques Dias,"45, rue Colette Mendès
99257 Fontaine",Bègue,Région de l'Ouest,05 24 79 34 66,marysechartier@example.net
41e04238-c838-4e1e-a0da-fb0ed95530ab,Marc Hardy,"934, rue Océane Poirier
21210 Saint Gilles-les-Bains",Le Goffnec,Région de l'Adamaoua,+33 4 13 60 12 86,bernadettethierry@example.org
2b156eb4-fb0e-4912-b4c6-131dbbaa0ad0,Adrien Georges,"430, avenue Henriette Marques
93816 Ferrand-sur-Vidal",Sainte Matthieu,Région de l'Adamaoua,02 49 29 56 13,guillaumeemmanuel@example.net
baeb5b9c-484f-4338-9e28-0152c69ca5f6,Benoît Hoareau,"76, avenue Robert Germain
93064 Saint Augustinboeuf",Sainte Martine,Région de l'Ouest,+33 3 56 05 68 85,prevostcharles@example.org
7465457a-c7d5-4224-b489-c8ae3e094bb2,Émile Gillet,"rue Paulette Thomas
30361 Baron",Masson,Région de l'Extrême-Nord,0384653560,haubert@example.net
a0bdc8ae-b515-4386-96e2-773f88a1f9c9,Matthieu du Dijoux,"51, rue Gérard Roger
84724 TeixeiraVille",Carlier-sur-Mer,Région de l'Adamaoua,+33 4 87 46 03 28,nthomas@example.com
8836ae89-2c4c-4349-977b-fbfc1b397387,Catherine Michel-Morin,"28, rue Margot Texier
40897 Gilles-sur-Mer",Guérindan,Région de l'Adamaoua,+33 3 20 11 05 70,upierre@example.com
08cc5ca7-09e2-4f30-a710-22cf10104fa7,Caroline Weber,"rue Pénélope Maillot
44948 Collet-sur-Boucher",MartelBourg,Région de l'Est,01 78 78 00 22,louise72@example.com
17e9997f-5e8e-4771-9ae1-31437c432062,Marine Delmas,"8, boulevard Adrien Fontaine
60506 Sainte Lucas",Gilbert-sur-Da Silva,Région de l'Est,03 73 26 18 33,denise80@example.org
ec4fbd4f-7212-4146-952c-de392e1221ad,Auguste De Sousa,"308, boulevard de Faure
36491 Sainte LorraineVille",Costa,Région de l'Ouest,+33 5 53 11 70 33,maurice06@example.com
19dd4b43-9963-4d22-8cd7-b8a084acd225,Adrien Pasquier,"18, avenue Diane Chartier
76205 Leclerc",Saint Clémence,Région du Centre,0556171477,william78@example.net
85f5d4eb-76ca-4724-a08c-859b848c37ee,Gérard Leclerc,"870, rue Dupré
80357 Pineau-les-Bains",ReynaudVille,Région de l'Est,+33 5 62 58 99 28,maceandre@example.org
d658b2fd-574c-4d76-8250-ef50b7a976f8,Sabine Leblanc,"590, rue de Guillet
43155 Leleu-les-Bains",Saint Patrick,Région du Centre,01 43 31 13 43,claudineauger@example.com
6852d7d1-9dfe-445c-b14b-c0ccbf999fda,Guillaume Chevalier,"45, avenue Peron
96595 Sainte EmmanuelleBourg",Sainte Marine-sur-Mer,Région du Littoral,+33 (0)4 58 42 77 88,bmorvan@example.org
3a512629-5d34-48c2-bf02-a84daa448d6c,Benoît Rousseau du Langlois,"65, chemin de Schmitt
97687 Marion",Richard,Région de l'Est,+33 1 73 72 31 90,theodorepeltier@example.org
4a5e50e0-c3db-4908-8d83-5ac204aa00d2,Caroline-Hortense Leduc,"12, avenue de Charpentier
07447 Normanddan",Léger-sur-Carre,Région de l'Extrême-Nord,0362115192,robertguerin@example.com
d94a1adf-6e0e-4edf-af00-7f2998dfcc9e,Noémi Lévêque,"19, avenue Lucie Blin
98617 Lecomte-sur-Hardy",Laroche-les-Bains,Région du Centre,+33 (0)4 83 13 34 36,martine40@example.net
9b9c056e-f2c0-4a35-8ade-a26a87d7bf13,Denis de Prévost,"70, rue Albert
59161 Reynaud",Langloisdan,Région de l'Est,01 53 99 59 35,hoarautherese@example.com
9067cd68-d58a-4bd3-b41f-8408b9b378e8,Guillaume Allard,"37, avenue de Guilbert
91962 Vallet-la-Forêt",Sainte Christopheboeuf,Région de l'Ouest,+33 4 23 35 37 04,zmartineau@example.com
a371572c-e28e-41d4-adfc-3341336c82ba,Frédéric Pelletier,"78, avenue Carpentier
41888 Saint Renée-sur-Mer",Giraud-la-Forêt,Région de l'Extrême-Nord,+33 3 61 46 43 69,lucehoareau@example.org
8335dff8-4d14-4c8b-b7da-82301587d81e,Martin Delmas-Maillot,"9, rue Barthelemy
30404 Saint Denise",Barbe,Région du Centre,+33 4 94 64 34 69,joubertaimee@example.net
a5f36b7f-0c6b-4510-9924-78154d9fb3e5,Maryse Payet,"8, avenue Bernier
39797 LecomteBourg",Lopeznec,Région de l'Extrême-Nord,+33 (0)4 49 84 51 87,louise74@example.com
0892b6c5-8c7c-4691-a3b0-849b7a251e35,Anaïs Le Mendès,"5, rue de Rossi
37131 Olivier",Louis-sur-Texier,Région de l'Ouest,+33 (0)5 87 41 91 69,oceane88@example.com
46072446-0407-46d8-9fb0-f6e51c9a97b8,Benoît Lelièvre,"94, rue Victor Colin
86134 Fernandez-sur-Mer",RenardBourg,Région du Nord,+33 3 56 46 71 37,margaudtecher@example.com
5791a07b-5873-4737-a15a-5e90818f9574,Matthieu Berthelot,"8, avenue Aimé Blondel
83579 Pintodan",LarocheBourg,Région de l'Est,04 90 78 61 43,vletellier@example.com
ddc3b065-d85a-4c7e-930a-3dd898d60520,Guy Sanchez,"7, rue Schneider
67172 Saint Patriciadan",Renaud-la-Forêt,Région du Littoral,04 23 88 84 36,chretienmichele@example.org
991d756e-d64f-447e-99b2-c3fa01a92c23,Nathalie Faure,"20, boulevard de Millet
56487 Mercier",Saint Gabriel-la-Forêt,Région de l'Extrême-Nord,01 76 04 93 71,etiennethierry@example.org
ab2aad5a-d0e6-427d-884d-714b017e3f1f,Thomas Pinto de Blondel,"8, rue Aurore David
88065 David-sur-Vallet",Le Roux,Région de l'Extrême-Nord,+33 1 49 74 44 28,xmaury@example.net
3e01f6ed-4ac9-4178-91c6-8f9a5f9c0092,Alain du Benard,"chemin Vincent
17345 Perrin",Ramosdan,Région du Nord,05 55 30 73 55,jacquotauguste@example.com
11fcdb62-7691-40b8-aafe-ca68ec454b56,Jules Blin-Pruvost,"21, avenue Maury
27534 Saint Renéeboeuf",Mercier,Région du Littoral,+33 3 45 15 95 08,guillaumeveronique@example.org
e83dd763-f62e-48f5-9ddc-a0faa92aaf4a,Célina Marques,"995, avenue Coulon
01408 Foucher-sur-Mer",Delannoyboeuf,Région du Centre,+33 5 19 18 57 50,pierre15@example.org
13c93836-aa52-4a63-96dc-f40969c944af,Gilles Labbé,"90, boulevard Bruneau
82790 Sainte Noémidan",Gimenez,Région de l'Extrême-Nord,0450386141,bbruneau@example.com
97355e34-d740-4801-87ce-252d20be041a,Maryse Chevallier,"2, avenue de Hernandez
22604 Léger",Guillaume-sur-Lacombe,Région du Centre,0549804138,francoisvalentine@example.net
89376053-b5c4-44f0-bffd-8a4f2b2b3823,Christiane Deschamps-Dubois,"913, rue Auger
76895 Parent-sur-Gauthier",Sainte Raymond,Région de l'Ouest,+33 5 90 71 72 24,luce22@example.org
d2b52ab3-0862-4d1a-ab99-8222f8a42426,Alphonse Olivier,"rue de Gauthier
18738 Munoz",Sainte ÉlodieBourg,Région de l'Ouest,04 63 93 92 69,huguesgilbert@example.com
a8084067-5a83-48e1-a466-c2d5df66f6d5,Vincent Coste,"384, avenue Luc Coste
63522 Saint Hortense-sur-Mer",Saint Hugues-la-Forêt,Région du Nord,+33 (0)5 65 23 45 46,gerardremy@example.net
cd1b3d7a-c7ef-485d-82ff-de03862bd152,Gilbert Leclercq de la Albert,"928, rue Marie Seguin
91345 KleinBourg",Saint Michel,Région du Littoral,+33 4 66 16 56 19,noemi17@example.net
9cc76be5-15ce-41ec-bbab-1cf004c1654b,Odette Bouvet,"52, avenue Charles
23973 Traore",Peron-la-Forêt,Région de l'Adamaoua,0486695441,suzanne65@example.org
0454d21d-c7d0-454f-8314-b4992e6ab030,Aimé Ruiz-Legrand,"rue Anastasie Courtois
99716 Galletnec",Le Goff-la-Forêt,Région du Nord-Ouest,0564272890,pasquiersuzanne@example.net
83c66b34-033b-4466-8352-b594ba74bd1d,Marine Reynaud,"16, rue Olivie Langlois
88021 MailletVille",Saint Sabine-la-Forêt,Région du Nord,+33 4 88 70 47 18,thierryadrienne@example.com
97c21c1c-5fd8-4049-90d7-ec89d5fd3036,Marcelle Martinez,"624, boulevard Jean Boyer
71558 Saint Manondan",Lopez,Région de l'Extrême-Nord,+33 5 56 94 44 93,frederic13@example.com
0acea9d8-20dd-4560-8fca-f346b1e762c0,Clémence Langlois,"537, rue Émile Letellier
31923 Charles-sur-Mer",BouvetVille,Région de l'Est,+33 1 42 77 53 21,sboucher@example.com
9a0ae35a-3109-4cfe-a06a-ca1c0db15bfb,Michelle Klein,"472, rue Neveu
72548 Marques",FerreiraBourg,Région de l'Extrême-Nord,+33 (0)1 76 42 99 77,adele47@example.com
1c2d3f2c-7543-4b25-9cb7-1f838f6625ce,Timothée Foucher du Munoz,"61, boulevard Grenier
33569 Galletdan",Saint Alain-les-Bains,Région du Centre,0370084447,aschneider@example.net
394de6aa-ea97-4c42-9e43-0734989fdbca,Laurent Lecomte,"51, boulevard Giraud
16037 Jacquot",BergerVille,Région du Nord-Ouest,+33 4 99 02 62 38,otessier@example.net
a4331815-1b17-4d6a-abc3-7a2a677d7ccc,Marcelle-Renée Dumas,"75, boulevard de Julien
67246 Prévost",Faivre,Région du Nord,04 32 62 16 21,gerarderic@example.net
9b01c82f-b5a7-4cdf-a3d0-fdbc7aceb698,Sylvie Delaunay Le Reynaud,"61, rue Diaz
93493 Bertrand-sur-Fernandez",Courtois-sur-Bouvet,Région du Nord,+33 (0)5 56 60 07 36,lorraine39@example.com
42727794-9522-4c67-afcb-c276ee9755d4,Nath-Amélie Renaud,"147, rue de Besnard
71906 Sainte Cécile",Rodriguezdan,Région de l'Est,+33 4 20 11 33 57,poirierchristiane@example.com
524a1aef-89cd-4a18-b823-66d4e45d8fa5,Henri Millet,"1, rue Aubry
80193 Sainte Robert",Chrétien-les-Bains,Région du Centre,+33 (0)4 44 31 30 20,ericbrunet@example.org
17ac7198-7db7-4452-abaf-ed9f2709753f,Raymond-Sébastien Perrot,"81, rue Fontaine
71407 Jacquotboeuf",Sainte Laurenceboeuf,Région du Littoral,01 58 22 06 27,zperrot@example.org
2803f4d6-e6d8-4f07-b5cb-0426e1e085c4,Patricia Becker,"43, rue de Collet
94702 Bernard",Grégoire-sur-Roussel,Région du Centre,+33 3 90 79 33 24,devauxoceane@example.org
019f69a9-544e-4f3e-8361-c03c4180acf9,Étienne Masse,"78, chemin de Delmas
95660 Launay",Michel,Région du Centre,0469163183,lesagevalentine@example.org
5453f9a5-71a1-4de4-9b8c-8319af623d0a,Alix Bouchet,"36, chemin Hortense De Sousa
83142 Lagarde",Perret,Région de l'Est,04 98 61 56 11,mmartins@example.com
21aafce8-ed9e-48d2-8fe5-f64adfb774ea,Marcel Ramos,"boulevard Briand
95287 Fabre",Dupuis-sur-Louis,Région de l'Adamaoua,+33 4 75 21 40 58,vduhamel@example.net
